Neighborhood,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,SalePrice
3,7,1925,2007,1,0.0,0,952,0,4,952,1548,2,5,0,1978.0,2,672,2,205000
11,7,2003,2003,1,0.0,2,1560,1,4,1560,1560,2,7,0,2003.0,2,573,2,201000
8,4,1951,1951,1,0.0,1,864,1,4,864,864,1,4,0,1951.0,2,400,2,141000
16,9,2006,2007,1,315.0,2,2121,1,4,2121,2121,2,8,1,2007.0,3,732,2,415298
4,7,1977,1977,3,299.0,1,1160,1,4,1156,2022,2,8,1,1977.0,2,505,2,192000
20,7,1989,1989,1,340.0,1,807,1,4,1175,1982,2,7,1,1989.0,2,575,2,228500
21,6,2006,2006,1,68.0,2,1262,1,4,1262,1262,2,5,0,2006.0,2,572,2,185000
16,7,2007,2008,1,166.0,2,1314,1,4,1314,1314,2,6,1,2008.0,2,626,2,207500
21,8,2008,2009,1,72.0,2,1468,1,4,1468,1468,2,6,1,2008.0,3,898,2,244600
20,6,1992,1992,1,0.0,2,1575,1,4,1575,1575,2,5,0,1992.0,2,529,2,179200
21,7,2006,2007,1,0.0,2,625,1,4,625,1250,2,5,0,2006.0,2,528,2,164700
12,6,1962,1981,1,0.0,1,912,1,4,1085,1734,1,7,1,1962.0,2,440,2,159000
12,4,1971,1971,1,0.0,1,858,1,4,858,858,1,5,0,0.0,0,0,2,88000
19,5,1967,1967,1,31.0,1,882,1,4,900,900,1,5,0,1970.0,1,280,2,122000
3,6,1915,2003,1,0.0,0,698,1,0,698,1396,1,7,0,2003.0,1,384,2,153575
5,8,2006,2006,1,0.0,2,1079,1,4,1079,1919,2,8,1,2006.0,2,685,2,233230
18,5,1912,2000,1,0.0,2,780,0,4,936,1716,2,9,0,0.0,0,0,0,135900
7,5,1949,2008,1,0.0,1,768,1,4,1148,1716,1,8,1,1949.0,1,281,2,131000
14,7,1977,1994,1,34.0,1,795,1,4,1468,2263,2,9,1,1977.0,2,539,2,235000
12,6,1953,1953,3,238.0,1,1416,1,4,1644,1644,1,7,2,1953.0,2,418,2,167000
11,6,1984,1984,1,0.0,1,1003,1,4,1003,1003,1,6,0,1984.0,2,588,2,142500
9,5,1950,1950,1,0.0,1,910,1,0,910,1558,1,6,0,1950.0,1,282,2,152000
21,7,1997,1998,3,1600.0,2,975,1,4,975,1950,2,7,1,1997.0,2,576,2,239000
14,6,1968,1968,4,365.0,1,702,1,4,1041,1743,1,7,1,1968.0,2,539,2,175000
6,6,1950,2004,1,0.0,1,1092,1,4,1152,1152,1,6,1,1950.0,1,300,2,158500
6,5,1953,1953,3,56.0,1,1165,1,4,1336,1336,1,5,2,1953.0,1,375,2,157000
5,8,1998,1999,1,0.0,2,1028,1,4,1210,2452,2,9,1,1998.0,2,683,2,267000
5,7,2001,2002,1,150.0,2,1541,1,4,1541,1541,2,6,1,2001.0,3,843,2,205000
5,5,1972,1972,1,0.0,2,894,1,4,894,894,1,5,0,1975.0,2,552,2,149900
17,7,1880,2002,1,0.0,0,1470,1,4,1675,3493,3,10,1,2003.0,3,870,2,295000
5,8,2004,2005,1,246.0,2,2000,1,4,2000,2000,2,8,0,2004.0,3,888,2,305900
20,7,1990,1991,1,246.0,1,700,1,4,1122,2243,2,8,1,1990.0,3,746,2,225000
9,6,1920,1950,1,0.0,1,319,1,0,1035,1406,1,6,0,0.0,0,0,0,89500
7,4,1940,1950,1,0.0,1,861,1,4,861,861,1,4,0,1961.0,2,539,2,82500
16,9,2003,2004,1,0.0,2,1896,1,4,1944,1944,2,8,3,2003.0,3,708,2,360000
8,6,1993,1994,1,112.0,2,697,1,4,697,1501,2,6,1,1993.0,2,420,2,165600
12,6,1948,2002,1,0.0,1,972,1,4,972,972,1,5,1,1948.0,1,240,2,132000
17,5,1939,1950,1,0.0,1,793,1,4,793,1118,1,5,1,1939.0,2,410,2,119900
23,7,1965,1965,3,0.0,1,2136,1,4,2036,2036,2,8,2,1965.0,2,513,2,375000
17,7,1925,1990,1,0.0,0,728,1,4,832,1641,1,6,1,1925.0,2,546,2,178000
8,7,2004,2005,1,0.0,2,716,1,4,716,1432,2,6,1,2004.0,2,432,2,188500
14,7,1980,1980,1,278.0,1,845,1,4,1153,2353,2,10,1,1983.0,2,484,2,260000
21,8,2006,2006,1,0.0,2,1088,1,4,1088,1959,2,8,1,2006.0,3,1025,2,270000
15,7,1993,1993,1,256.0,2,1347,1,4,1372,2646,2,9,1,1993.0,3,656,2,260000
14,7,1980,1980,1,225.0,1,1372,1,4,1472,1472,2,6,2,1980.0,2,588,2,187500
16,9,2006,2006,1,370.0,2,1249,1,4,1249,2596,3,9,0,2006.0,3,840,2,342643
16,8,2004,2004,1,388.0,2,1136,1,4,1136,2468,2,10,1,2004.0,3,872,2,354000
20,7,1986,1987,1,172.0,1,1502,1,4,1553,2730,2,8,1,1987.0,2,576,2,301000
17,3,1955,2005,1,0.0,1,1162,1,4,1163,1163,1,6,0,1955.0,1,220,2,126175
12,7,1967,2007,4,300.0,1,710,1,4,1898,2978,2,11,1,1961.0,2,564,2,242000
9,5,1941,1950,1,0.0,1,720,0,1,803,803,1,5,0,1941.0,2,360,2,87000
24,8,1993,1993,1,0.0,2,1719,1,4,1719,1719,1,6,2,1993.0,2,473,2,324000
12,6,1960,1960,3,175.0,1,1383,1,4,1383,1383,1,7,0,1960.0,1,292,2,145250
3,6,1916,1994,1,0.0,0,844,0,0,1445,2134,2,10,0,1930.0,2,441,2,214500
9,5,1920,1950,1,0.0,2,596,0,4,596,1192,1,6,0,1920.0,1,189,0,78000
12,5,1964,1964,1,84.0,1,1728,1,4,1728,1728,2,10,0,2002.0,1,352,2,119000
12,5,1958,1992,1,0.0,1,1056,1,4,1056,1056,1,6,0,1958.0,1,308,2,139000
16,8,2003,2004,1,296.0,2,3206,1,4,1629,1629,2,7,1,2003.0,3,880,2,284000
16,7,2004,2004,1,146.0,2,1358,1,4,1358,1358,2,6,1,2004.0,2,484,2,207000
8,6,1998,1998,1,0.0,2,943,1,4,943,1638,2,7,2,1998.0,2,472,2,192000
23,5,1965,1965,1,0.0,1,1499,1,4,1619,1786,2,7,2,1965.0,2,529,2,228950
22,9,2005,2006,3,200.0,2,1922,1,4,1922,1922,2,8,1,2005.0,3,676,2,377426
5,7,2002,2003,1,113.0,2,1536,1,4,1536,1536,2,7,0,2002.0,2,532,2,214000
14,7,1984,1998,1,0.0,1,1208,1,4,1621,1621,2,8,0,1984.0,2,440,2,202500
12,6,1958,1998,3,176.0,1,1215,1,0,1215,1215,1,6,0,1958.0,1,297,2,155000
23,8,2002,2002,1,0.0,2,967,1,4,993,1908,2,9,0,2002.0,2,431,2,202900
20,4,1950,1950,1,0.0,1,721,1,4,841,841,1,4,0,1950.0,1,294,0,82000
12,3,1949,1950,1,340.0,3,0,0,0,1040,1040,2,6,0,1949.0,2,400,2,87500
16,9,2005,2005,3,616.0,2,1684,1,4,1684,1684,2,6,1,2005.0,2,564,2,266000
10,5,1976,1976,1,0.0,1,536,1,4,536,1112,1,4,0,1976.0,1,336,2,85000
3,6,1939,1950,1,0.0,0,972,1,4,972,1577,1,6,1,1939.0,1,312,2,140200
12,6,1960,1998,3,0.0,1,958,1,4,958,958,1,5,0,1960.0,1,301,2,151500
12,6,1960,1960,1,30.0,1,1478,1,0,1478,1478,2,6,2,1960.0,2,498,2,157500
16,7,2003,2004,1,106.0,2,764,1,4,764,1626,2,6,0,2003.0,2,474,2,154000
16,9,2005,2006,3,870.0,2,1848,1,4,1848,2728,2,10,2,2006.0,3,706,2,437154
16,9,2007,2007,3,362.0,2,1869,1,4,1869,1869,2,6,1,2007.0,2,617,2,318061
4,7,1986,1986,1,0.0,2,1453,1,4,1453,1453,1,6,1,1986.0,2,445,2,190000
7,5,1941,1950,1,0.0,1,616,0,4,616,1111,1,5,0,1941.0,1,200,2,95000
17,6,1928,2003,1,0.0,0,624,1,4,720,720,1,5,0,2005.0,2,484,2,105900
18,6,1940,2000,1,0.0,1,940,1,4,1192,1595,1,6,2,1940.0,1,240,2,140000
5,6,1995,1995,1,0.0,2,1200,1,4,1200,1200,2,6,0,1995.0,2,521,2,177500
8,6,1992,1992,1,106.0,2,1158,1,4,1167,1167,2,6,0,1992.0,2,400,2,173000
10,5,1976,1976,1,0.0,2,1142,1,4,1142,1142,1,6,1,1976.0,2,528,2,134000
4,5,1958,1958,3,120.0,1,1062,1,1,1352,1352,1,6,0,1958.0,1,288,2,130000
15,8,1998,1998,1,530.0,2,1086,1,4,1086,1924,2,7,1,1998.0,2,592,2,280000
11,6,1978,1978,1,0.0,1,888,1,4,912,912,1,5,1,1978.0,2,470,2,156000
3,5,1940,1982,1,0.0,1,883,1,4,988,1505,1,8,0,1940.0,1,240,0,145000
7,7,2003,2003,1,500.0,3,0,1,4,495,1922,3,7,1,2003.0,2,672,2,198500
2,6,1972,2007,1,510.0,1,483,1,4,483,987,1,5,0,1972.0,1,264,2,118000
14,6,1976,1976,1,120.0,2,796,1,4,790,1574,2,6,1,1976.0,2,566,2,190000
9,5,1920,1997,3,0.0,1,672,1,0,672,1344,1,6,0,1964.0,1,468,2,147000
12,6,1963,1963,1,247.0,1,1394,1,4,1394,1394,1,6,2,1963.0,2,514,2,159000
12,6,1962,1962,1,305.0,1,1099,1,4,1431,1431,1,6,1,1962.0,1,296,2,165000
12,5,1954,1954,1,200.0,2,1268,1,4,1268,1268,1,7,1,1954.0,1,244,2,132000
12,5,1959,2006,1,0.0,1,1063,1,4,1287,1287,1,7,1,1997.0,2,576,2,162000
8,6,2000,2000,1,0.0,2,953,1,4,953,1664,2,7,1,2000.0,2,460,2,172400
4,4,1959,1959,1,0.0,1,0,1,4,1120,1588,2,7,1,1991.0,2,680,0,134432
20,6,1984,1984,1,0.0,1,744,1,4,752,752,1,4,0,1984.0,1,264,2,125000
12,5,1953,1953,1,0.0,2,608,1,4,1319,1319,1,5,0,1953.0,1,270,2,123000
5,7,2003,2004,1,0.0,2,847,1,4,847,1928,2,8,1,2003.0,2,434,2,219500
7,1,1922,1950,1,0.0,0,683,0,0,904,904,0,4,0,0.0,0,0,2,61000
5,5,1996,1996,1,0.0,2,870,1,4,914,914,1,5,0,1998.0,2,576,2,148000
21,8,2004,2005,1,0.0,2,1580,1,4,1580,2466,3,8,1,2004.0,2,610,2,340000
22,9,2010,2010,3,350.0,2,1856,1,4,1856,1856,1,8,1,2010.0,3,834,2,394432
8,6,2000,2000,1,16.0,2,982,1,4,1007,1800,2,7,1,2000.0,2,463,2,179000
18,5,1924,1950,1,0.0,0,1026,1,4,1026,1691,2,6,1,1924.0,1,308,2,127000
21,7,2006,2006,1,0.0,2,1293,1,4,1301,1301,2,5,1,2006.0,2,572,2,187750
5,7,2006,2006,1,0.0,2,939,1,4,939,1797,2,8,0,2006.0,2,639,2,213500
20,6,1928,1950,1,0.0,0,784,0,0,784,784,1,5,0,1950.0,2,360,0,76000
4,6,1992,1992,1,0.0,2,1580,1,4,1079,1953,2,9,2,1992.0,2,501,2,240000
0,8,2004,2005,1,16.0,2,1256,1,4,1269,1269,2,6,1,2004.0,2,430,2,192000
7,5,1910,1996,2,0.0,2,658,1,4,658,1184,1,8,0,0.0,0,0,0,81000
7,6,1976,1976,3,255.0,1,1041,1,4,1125,1125,1,6,1,1977.0,1,352,2,125000
5,7,1999,2000,1,125.0,2,1468,1,4,1479,1479,2,6,0,1999.0,2,577,2,191000
16,10,2007,2008,1,272.0,2,1682,1,4,1742,2332,2,9,1,2008.0,3,846,2,426000
7,5,1900,1950,1,0.0,0,861,1,4,961,1367,1,7,0,1978.0,1,384,2,119000
11,6,2001,2002,1,0.0,2,804,1,4,804,1961,2,7,1,2001.0,2,560,2,215000
12,5,1959,1959,1,0.0,3,0,1,4,882,882,1,5,0,1959.0,1,294,2,106500
3,4,1941,1950,1,0.0,1,788,1,0,788,788,1,4,2,0.0,0,0,2,100000
17,5,1940,1950,1,0.0,1,735,1,0,735,1034,1,5,0,1940.0,1,240,2,109000
7,5,1956,1956,1,0.0,1,1144,1,4,1144,1144,1,6,0,1956.0,1,596,2,129000
5,5,1972,1972,3,0.0,1,894,1,4,894,894,1,6,0,1985.0,2,600,2,123000
12,5,1962,1962,1,288.0,1,864,1,4,876,1812,2,8,1,1962.0,1,264,2,169500
9,5,1920,1950,1,0.0,0,961,1,3,1077,1077,1,6,0,1920.0,1,338,0,67000
21,7,2006,2007,1,100.0,2,1092,1,4,1112,1550,2,7,0,2007.0,2,438,2,241000
24,8,1996,1996,1,0.0,2,1260,1,4,1288,1288,1,4,2,1996.0,2,500,2,245500
5,7,2005,2005,1,0.0,2,1310,1,4,1310,1310,2,6,1,2005.0,2,400,2,164990
19,5,1940,1997,1,0.0,2,672,1,4,672,672,1,4,0,1940.0,1,240,0,108000
15,8,1998,1998,3,650.0,2,1141,1,4,1165,2263,2,10,1,1998.0,2,420,2,258000
8,6,1995,1996,1,0.0,2,806,1,4,806,1572,2,7,1,1995.0,2,373,2,168000
19,4,1976,1993,1,0.0,1,1281,1,4,1620,1620,2,8,1,1993.0,2,490,2,150000
18,6,1936,1950,1,0.0,0,1064,1,0,1166,1639,1,6,0,1936.0,1,240,2,115000
6,6,1915,1976,1,0.0,0,840,1,4,840,1680,2,8,0,1960.0,1,308,2,177000
16,7,2006,2006,1,350.0,2,1063,1,4,1071,2172,2,9,1,2006.0,3,947,2,280000
21,8,2007,2008,1,100.0,2,1034,1,4,1050,2078,2,8,1,2008.0,3,836,2,339750
7,5,1958,1958,1,0.0,1,1276,1,0,1276,1276,1,5,0,1958.0,1,350,2,60000
8,5,1955,1955,3,0.0,1,1056,0,4,1056,1056,1,5,0,1955.0,2,572,2,145000
21,7,2009,2009,1,432.0,2,1470,1,4,1478,1478,2,7,1,2009.0,2,484,2,222000
17,5,1927,1950,1,0.0,1,1008,1,0,1028,1028,1,5,1,1927.0,2,360,2,115000
20,7,1993,1993,1,0.0,2,1080,1,4,1080,2097,2,9,1,1993.0,3,678,2,228000
8,7,2007,2007,1,0.0,2,1340,1,4,1340,1340,2,6,0,2007.0,2,396,2,181134
19,6,1978,1978,3,203.0,1,672,1,4,672,1400,1,6,1,1978.0,2,440,2,149500
6,6,1918,1950,3,0.0,0,1370,0,0,1370,2624,2,10,1,1918.0,3,864,0,239000
7,5,1940,1950,1,0.0,0,756,0,1,756,1134,1,7,0,1940.0,1,240,1,126000
12,5,1968,1968,1,0.0,1,1056,1,4,1056,1056,1,6,1,1968.0,1,304,2,142000
11,7,1997,1998,1,200.0,2,1344,1,4,1344,1344,2,8,0,1997.0,4,784,2,206300
14,6,1977,2000,1,126.0,1,1602,1,4,1602,1602,2,8,1,1977.0,2,529,2,215000
11,5,1954,1954,3,0.0,1,988,1,0,988,988,1,4,0,1954.0,2,520,0,113000
15,8,1998,1998,1,473.0,2,1470,1,4,1470,2630,2,8,1,1998.0,3,696,2,315000
12,6,1956,1956,1,74.0,1,1196,1,0,1196,1196,1,6,1,1956.0,1,297,2,139000
17,7,1946,1992,1,0.0,1,651,1,4,707,1389,1,6,2,1947.0,1,240,1,135000
20,7,1989,1989,1,145.0,2,1518,1,4,1644,1644,2,5,1,1989.0,2,569,2,275000
12,4,1957,1957,3,0.0,1,907,1,4,907,907,1,5,0,1964.0,1,352,2,109008
5,7,2007,2007,1,108.0,2,1208,1,4,1208,1208,2,6,0,2007.0,2,628,2,195400
23,6,1988,1988,1,0.0,1,1392,1,4,1412,1412,2,6,1,1988.0,2,576,2,175000
2,6,1971,1971,1,232.0,1,483,1,4,483,987,1,4,0,1971.0,1,264,2,85400
17,6,1920,1998,1,0.0,0,901,1,4,1088,1198,1,7,0,0.0,0,0,0,79900
2,5,1971,1971,1,376.0,1,765,1,4,765,1365,1,6,0,1971.0,2,440,2,122500
8,6,1997,1998,1,0.0,2,926,1,4,926,1604,2,7,1,1997.0,2,470,2,181000
10,4,1972,1972,1,0.0,1,630,1,4,630,630,1,3,0,0.0,0,0,2,81000
5,7,1996,1996,1,0.0,2,799,1,4,827,1661,2,6,1,1996.0,2,550,2,212000
17,6,1920,1950,1,0.0,0,648,1,0,734,1118,1,6,0,1990.0,2,440,2,116000
3,6,1926,2004,1,0.0,2,884,1,4,904,904,1,4,0,1926.0,1,180,2,119000
6,5,1913,2002,1,0.0,2,440,0,4,694,694,1,4,1,1990.0,1,352,1,90350
7,6,1920,2000,1,0.0,0,684,1,4,684,1196,1,7,0,2005.0,2,528,2,110000
16,10,2008,2008,3,200.0,2,3094,1,4,2402,2402,2,10,2,2008.0,3,672,2,555000
7,4,1955,1955,1,270.0,1,1440,0,1,1440,1440,2,8,0,0.0,0,0,2,118000
3,5,1930,1992,1,0.0,2,1078,1,4,1128,1573,2,8,1,1930.0,2,360,1,162900
0,7,2006,2007,1,72.0,2,1258,1,4,1258,1258,2,6,1,2007.0,3,648,2,172500
5,7,1994,1995,1,0.0,2,915,1,4,933,1908,2,8,1,1994.0,2,493,2,210000
7,6,1956,1956,3,0.0,1,1436,1,4,1689,1689,1,7,1,1956.0,2,480,2,127500
12,6,1966,2002,1,0.0,1,1517,1,4,1888,1888,2,6,1,1966.0,2,578,2,190000
8,7,1998,1999,1,0.0,2,930,1,4,956,1886,2,10,1,1998.0,2,431,2,199900
9,6,1937,1950,1,0.0,0,780,1,4,780,1376,2,7,1,1937.0,1,198,0,119500
17,3,1948,2002,1,0.0,1,649,1,4,679,1183,1,6,0,1981.0,1,308,2,120000
17,6,1930,2005,3,0.0,0,813,1,0,813,813,1,5,0,1932.0,1,270,0,110000
4,7,1975,1975,1,0.0,1,1533,1,4,1533,1533,2,5,2,1975.0,2,576,2,280000
23,6,1996,1997,3,42.0,2,872,1,4,888,1756,2,7,0,1996.0,2,422,2,204000
21,8,2008,2008,1,0.0,2,768,1,4,786,1590,2,6,0,2008.0,2,676,2,210000
11,5,1976,1976,1,0.0,1,1728,1,4,1728,1728,2,8,0,1976.0,2,560,2,188000
14,7,1973,1973,3,320.0,1,1242,1,4,1242,1242,1,6,1,1973.0,2,528,2,175500
17,5,1916,1950,1,0.0,0,624,0,4,624,1344,1,7,0,1916.0,3,513,2,98000
4,4,1954,1994,0,0.0,1,1364,1,4,1663,1663,1,6,2,1954.0,2,529,2,256000
17,8,1925,1996,3,0.0,2,588,1,4,833,1666,1,7,1,1925.0,1,228,2,161000
3,5,1950,1950,1,161.0,1,709,1,4,979,1203,1,5,1,1950.0,1,352,2,110000
21,8,2009,2009,1,110.0,2,832,1,4,832,1935,2,8,0,2009.0,2,552,2,263435
18,7,1936,2007,1,0.0,2,560,1,4,575,1135,1,6,0,1971.0,2,576,2,155000
19,5,1965,1965,1,0.0,1,864,1,4,864,864,1,5,1,1965.0,1,360,2,62383
6,6,1934,1995,3,0.0,1,715,1,0,849,1660,1,6,1,1939.0,1,240,2,188700
5,5,1978,1978,1,136.0,1,1040,1,4,1040,1040,2,5,0,0.0,0,0,2,124000
0,7,2004,2004,3,18.0,2,1375,1,4,1414,1414,2,6,1,2004.0,2,398,2,178740
12,7,1970,1970,0,0.0,1,1277,1,4,1277,1277,1,5,1,1970.0,2,526,2,167000
12,5,1942,1995,1,224.0,1,728,1,4,888,1644,1,7,2,1942.0,1,312,2,146500
16,8,2006,2006,1,248.0,2,1626,1,4,1634,1634,2,7,1,2006.0,3,866,2,250000
20,6,1993,1993,1,120.0,2,832,1,4,832,1710,2,7,0,1993.0,2,506,2,187000
22,8,1985,1985,1,0.0,2,1488,1,4,1502,1502,1,4,0,1985.0,2,528,2,212000
14,7,1977,1977,4,0.0,1,808,1,4,1161,1969,2,8,1,1977.0,2,534,2,190000
7,6,2005,2005,1,80.0,2,547,1,4,1072,1072,1,5,0,2005.0,2,525,2,148000
16,8,2006,2007,1,304.0,2,1976,1,4,1976,1976,2,7,1,2006.0,3,908,2,440000
22,8,2000,2000,1,0.0,2,1494,1,4,1652,1652,2,6,0,2000.0,2,499,2,251000
19,5,1963,1963,3,0.0,1,970,1,4,970,970,1,5,0,1996.0,2,624,2,132500
5,6,1997,1998,1,215.0,2,1478,1,4,1493,1493,2,7,1,1997.0,2,508,2,208900
16,9,2006,2006,3,772.0,2,2153,1,4,2069,2643,2,9,1,2006.0,3,694,2,380000
5,8,2007,2008,3,336.0,2,1705,1,4,1718,1718,2,7,1,2007.0,3,826,2,297000
17,4,1937,2000,3,435.0,0,907,1,4,1131,1131,1,7,0,1995.0,2,672,2,89471
16,9,2004,2005,3,378.0,2,1833,1,4,1850,1850,2,8,1,2004.0,3,772,2,326000
16,9,2003,2004,3,562.0,2,1792,1,4,1792,1792,2,6,1,2003.0,3,874,2,374000
17,7,1915,2005,1,0.0,2,910,1,4,916,1826,1,7,1,1915.0,1,164,2,155000
11,6,1998,1998,3,116.0,2,1216,1,4,1216,1216,2,5,0,1998.0,2,402,2,164000
19,5,1962,2001,1,0.0,1,999,1,4,999,999,1,6,0,1963.0,1,264,2,132500
12,5,1950,2007,1,0.0,1,1113,1,4,1113,1113,1,5,1,1950.0,1,264,2,147000
12,5,1965,1965,3,168.0,1,1073,1,4,1073,1073,1,6,0,1965.0,2,515,2,156000
14,5,1971,1971,1,0.0,1,1484,1,4,1484,1484,2,7,1,1971.0,2,487,2,175000
17,5,1900,1970,1,0.0,1,954,0,0,1766,2414,2,10,1,1970.0,2,520,0,160000
10,4,1970,2002,1,0.0,1,630,1,4,630,630,1,3,0,1970.0,1,286,2,86000
10,5,1976,1976,1,0.0,2,264,1,4,616,1304,1,4,1,1976.0,1,336,2,115000
12,6,1941,1950,1,0.0,1,806,1,0,958,1578,1,5,2,1941.0,1,240,2,133000
8,6,2006,2006,1,0.0,2,728,1,4,728,1456,2,8,0,2006.0,2,429,2,172785
12,5,1960,1960,1,0.0,1,1269,1,0,1269,1269,1,6,1,1964.0,1,308,2,155000
17,5,1938,1996,1,0.0,0,190,1,0,886,886,1,4,0,1938.0,1,273,2,91300
9,4,1920,1950,1,0.0,1,720,0,0,720,720,1,4,0,0.0,0,0,0,34900
15,8,1992,1993,3,0.0,2,3200,1,4,3228,3228,3,10,1,1992.0,2,546,2,430000
3,7,1925,1950,1,0.0,2,1026,1,4,1133,1820,2,8,0,1925.0,1,240,0,184000
19,5,1967,2004,3,89.0,2,864,1,4,899,899,1,5,0,1967.0,1,288,2,130000
12,5,1958,1985,1,0.0,1,912,1,4,912,912,1,5,0,1958.0,1,297,2,120000
2,6,1973,1973,1,285.0,1,672,1,4,672,1218,1,7,0,1973.0,1,264,2,113000
21,7,2005,2005,1,0.0,2,866,1,4,866,1768,2,7,0,2005.0,2,603,2,226700
7,5,1965,1965,3,0.0,1,1214,1,4,1214,1214,1,6,0,1965.0,2,461,2,140000
6,7,1959,1997,1,0.0,1,1501,1,4,1801,1801,2,6,2,1959.0,2,484,2,289000
13,6,1974,1974,1,0.0,1,855,1,4,855,1322,2,6,1,1974.0,2,440,2,147000
17,5,1952,1952,3,360.0,1,960,1,4,960,1960,2,10,0,1952.0,2,400,0,124500
20,8,1993,1994,1,125.0,2,777,1,4,1065,1911,2,8,1,1993.0,2,471,2,215000
21,6,2009,2009,1,0.0,2,1218,1,4,1218,1218,2,4,0,2009.0,2,676,2,208300
17,7,1928,2005,2,0.0,0,689,1,4,689,1378,2,7,1,1928.0,2,360,0,161000
12,5,1959,1959,1,132.0,1,1041,1,4,1041,1041,1,6,0,1959.0,1,270,2,124500
12,5,1951,2000,3,70.0,1,1008,1,4,1363,1363,1,6,2,1951.0,1,288,2,164900
16,7,2005,2006,1,94.0,2,1368,1,4,1368,1368,2,6,1,2005.0,2,474,2,202665
12,5,1958,1958,1,0.0,1,864,1,4,864,864,1,5,0,1964.0,2,624,2,129900
11,6,1983,1983,1,0.0,2,1084,1,4,1080,1080,1,5,0,1983.0,2,484,2,134000
6,5,1926,1950,1,0.0,0,768,0,4,789,789,1,5,0,1926.0,1,200,2,96500
16,10,2009,2009,3,305.0,1,2006,1,4,2020,2020,2,9,1,2009.0,3,900,2,402861
14,6,1972,1972,1,333.0,1,689,1,4,1378,2119,2,7,1,1972.0,2,583,2,158000
15,7,1996,1997,1,921.0,2,1264,1,4,1277,2344,2,7,1,1996.0,3,889,2,265000
5,6,1998,1998,1,0.0,2,794,1,4,882,1796,2,7,0,1998.0,2,546,2,211000
6,7,1926,2004,2,0.0,0,1276,1,4,1276,2080,1,9,2,1926.0,1,282,2,234000
17,4,1900,2000,1,0.0,0,0,0,0,694,1294,2,7,0,0.0,0,0,0,106250
12,6,1957,1957,1,0.0,1,1244,1,0,1244,1244,1,6,2,1957.0,1,336,2,150000
3,6,1947,1950,1,0.0,1,1004,1,4,1004,1664,2,7,2,1950.0,2,420,2,159000
7,10,2007,2008,3,762.0,2,3138,1,4,3138,4676,3,11,1,2007.0,3,884,2,184750
15,7,1996,1997,1,594.0,2,1379,1,4,1383,2398,2,8,1,1996.0,3,834,2,315750
21,7,2005,2005,1,0.0,2,1257,1,4,1266,1266,2,6,1,2005.0,2,453,2,176000
12,5,1956,2000,3,0.0,1,928,1,4,928,928,1,4,0,1956.0,1,252,2,132000
16,9,2008,2008,3,268.0,2,1452,1,4,1476,2713,2,11,1,2008.0,3,858,2,446261
7,4,1920,2002,1,0.0,0,528,1,4,605,605,1,5,0,0.0,0,0,0,86000
23,6,1988,1989,1,219.0,1,1461,1,4,1509,1509,2,5,1,1988.0,2,600,2,175000
3,6,1920,1999,1,0.0,0,611,1,4,751,1362,2,6,0,1920.0,2,502,2,128000
12,5,1955,2007,1,0.0,3,0,1,4,827,827,1,5,1,1967.0,1,392,2,107500
3,1,1946,1950,1,0.0,3,0,0,1,334,334,1,2,0,0.0,0,0,0,39300
8,8,2004,2004,1,0.0,2,707,1,4,707,1414,2,6,1,2004.0,2,403,2,178000
7,5,1910,1991,1,0.0,1,1117,1,4,820,1347,1,5,0,0.0,0,0,0,107500
5,7,1998,1999,1,0.0,2,880,1,4,880,1724,2,8,0,1998.0,2,527,2,188000
12,4,1972,1972,3,0.0,1,864,1,4,864,864,1,5,0,1980.0,2,576,2,111250
19,5,1968,1968,3,188.0,1,1051,1,4,1159,1159,1,7,1,1968.0,1,336,2,158000
5,8,2001,2002,1,479.0,2,1581,1,4,1601,1601,2,6,1,2001.0,2,670,2,272000
23,9,2006,2006,3,584.0,2,1838,1,4,1838,1838,2,8,1,2006.0,3,765,2,315000
15,8,2000,2000,1,72.0,2,969,1,4,997,2285,2,8,1,2000.0,3,648,2,248000
14,7,1998,1999,3,0.0,2,1650,1,4,1680,1680,2,7,1,1998.0,2,583,2,213250
12,7,1998,1998,1,182.0,2,723,1,4,767,767,1,4,0,1998.0,1,367,2,133000
8,7,2006,2006,1,0.0,2,654,1,4,664,1496,2,7,1,2006.0,2,426,2,179665
14,7,1988,1988,1,178.0,2,1204,1,4,1377,2183,2,9,0,1988.0,3,786,2,229000
3,6,1923,1950,1,0.0,0,1065,1,0,915,1635,1,6,1,1950.0,2,440,2,210000
11,5,1970,1970,1,0.0,1,768,1,4,768,768,1,5,0,1987.0,2,624,2,129500
17,5,1955,1995,1,0.0,1,825,1,4,825,825,1,4,0,1963.0,2,720,2,125000
21,7,2003,2004,1,0.0,2,912,1,4,912,2094,2,8,1,2003.0,2,615,2,263000
13,6,1977,1977,1,0.0,1,1069,1,4,1069,1069,2,4,0,1977.0,2,440,2,140000
17,5,1957,1957,3,0.0,1,928,1,0,928,928,1,5,0,1957.0,1,288,2,112500
16,8,2006,2006,1,250.0,2,1709,1,4,1717,1717,2,7,1,2006.0,3,908,2,255500
