MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SalePrice
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,1362,GasA,TA,Y,SBrkr,1382,1382,1,TA,6,Typ,1,TA,Attchd,1991.0,Unf,2,884,TA,TA,Y,none,GdWo,none,176000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482,GasA,Ex,Y,SBrkr,1482,2574,2,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,868,TA,TA,Y,none,none,none,276000
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,506,GasA,TA,Y,SBrkr,1212,1212,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,492,TA,TA,Y,none,GdWo,none,151000
RM,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,926,GasA,TA,Y,SBrkr,926,1316,1,TA,6,Typ,0,none,Detchd,1974.0,Unf,2,484,TA,TA,Y,none,none,none,130000
RM,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,GasA,Gd,N,FuseP,764,764,1,TA,4,Typ,0,none,Detchd,1965.0,Unf,2,504,TA,TA,N,none,none,none,73000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,1422,GasA,TA,Y,SBrkr,1422,1422,2,Gd,7,Typ,1,TA,Attchd,1981.0,Fin,2,576,TA,TA,Y,none,GdPrv,none,175500
RL,Pave,none,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,802,GasA,Gd,Y,SBrkr,802,1511,2,TA,8,Typ,1,TA,Attchd,1997.0,Fin,2,413,TA,TA,Y,none,none,none,185000
RL,Pave,none,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,720,GasA,Ex,Y,SBrkr,1052,2192,2,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,none,none,none,179500
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,740,GasA,Ex,Y,SBrkr,778,778,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1,924,Ex,Ex,Y,none,none,none,120500
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,1143,GasA,TA,Y,SBrkr,1113,1113,1,TA,6,Typ,1,Fa,Attchd,1987.0,RFn,1,504,TA,Gd,Y,none,GdPrv,none,148000
FV,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095,GasA,Gd,Y,SBrkr,1095,1939,2,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1053,TA,TA,Y,none,none,none,266000
RL,Pave,none,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,1385,GasA,Ex,Y,SBrkr,1363,1363,1,TA,5,Mod,2,TA,Attchd,1954.0,Unf,2,439,TA,TA,Y,none,none,none,241500
RL,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1152,GasA,Ex,Y,SBrkr,1164,2270,2,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3,671,TA,TA,Y,none,none,none,290000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1240,GasA,Gd,Y,SBrkr,1632,1632,2,TA,6,Min1,1,Gd,Attchd,1958.0,RFn,1,338,TA,TA,Y,none,MnPrv,none,139000
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,816,GasA,TA,Y,SBrkr,816,816,1,TA,5,Typ,0,none,Attchd,1982.0,Unf,1,264,TA,TA,Y,none,none,none,124500
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952,GasW,Gd,N,SBrkr,952,1548,2,Ex,5,Typ,0,none,Detchd,1978.0,Unf,2,672,TA,TA,Y,none,none,none,205000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1560,GasA,Ex,Y,SBrkr,1560,1560,2,Gd,7,Typ,0,none,Attchd,2003.0,Fin,2,573,TA,TA,Y,none,none,none,201000
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,864,GasA,Ex,Y,SBrkr,864,864,1,TA,4,Typ,0,none,Detchd,1951.0,Unf,2,400,TA,TA,Y,none,none,none,141000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2121,GasA,Ex,Y,SBrkr,2121,2121,2,Ex,8,Typ,1,Ex,Attchd,2007.0,Fin,3,732,TA,TA,Y,none,none,none,415298
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1160,GasA,Ex,Y,SBrkr,1156,2022,2,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2,505,TA,TA,Y,none,none,none,192000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,807,GasA,Gd,Y,SBrkr,1175,1982,2,Gd,7,Typ,1,TA,Attchd,1989.0,Fin,2,575,TA,TA,Y,none,none,none,228500
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1262,GasA,Gd,Y,SBrkr,1262,1262,2,Gd,5,Typ,0,none,Attchd,2006.0,Fin,2,572,TA,TA,Y,none,none,none,185000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314,GasA,Ex,Y,SBrkr,1314,1314,2,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,none,none,none,207500
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468,GasA,Ex,Y,SBrkr,1468,1468,2,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3,898,TA,TA,Y,none,none,none,244600
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1575,GasA,Gd,Y,SBrkr,1575,1575,2,Gd,5,Typ,0,none,Attchd,1992.0,RFn,2,529,TA,TA,Y,none,none,none,179200
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625,GasA,Ex,Y,SBrkr,625,1250,2,Gd,5,Typ,0,none,Detchd,2006.0,RFn,2,528,TA,TA,Y,none,none,none,164700
RL,Pave,none,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,912,GasA,TA,Y,SBrkr,1085,1734,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,2,440,TA,TA,Y,none,GdPrv,none,159000
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,858,GasA,TA,Y,SBrkr,858,858,1,TA,5,Typ,0,none,none,0.0,none,0,0,none,none,Y,none,none,none,88000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,882,GasA,TA,Y,SBrkr,900,900,1,TA,5,Typ,0,none,Detchd,1970.0,Unf,1,280,TA,TA,Y,none,MnPrv,none,122000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,698,GasA,Ex,Y,FuseA,698,1396,1,TA,7,Typ,0,none,Detchd,2003.0,Unf,1,384,TA,TA,Y,none,none,none,153575
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1079,GasA,Ex,Y,SBrkr,1079,1919,2,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,685,Gd,TA,Y,none,none,none,233230
RL,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,Unf,780,GasA,Ex,N,SBrkr,936,1716,2,Fa,9,Typ,0,none,none,0.0,none,0,0,none,none,N,none,none,none,135900
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,768,GasA,Gd,Y,SBrkr,1148,1716,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,1,281,TA,TA,Y,none,none,none,131000
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,795,GasA,Fa,Y,SBrkr,1468,2263,2,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2,539,TA,TA,Y,none,none,none,235000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1416,GasA,TA,Y,SBrkr,1644,1644,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2,418,TA,TA,Y,none,none,none,167000
RL,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1003,GasA,TA,Y,SBrkr,1003,1003,1,TA,6,Typ,0,none,Detchd,1984.0,Unf,2,588,TA,TA,Y,none,GdPrv,none,142500
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,910,GasA,TA,Y,FuseA,910,1558,1,TA,6,Typ,0,none,Attchd,1950.0,Unf,1,282,TA,TA,Y,none,MnPrv,none,152000
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,975,GasA,Ex,Y,SBrkr,975,1950,2,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,2,576,TA,TA,Y,none,none,none,239000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,702,GasA,Gd,Y,SBrkr,1041,1743,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2,539,TA,TA,Y,none,none,none,175000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1092,GasA,Ex,Y,SBrkr,1152,1152,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300,TA,TA,Y,none,GdPrv,none,158500
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1165,GasA,TA,Y,SBrkr,1336,1336,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1,375,TA,TA,Y,none,none,none,157000
RL,Pave,none,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1028,GasA,Ex,Y,SBrkr,1210,2452,2,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2,683,TA,TA,Y,none,none,none,267000
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1541,GasA,Ex,Y,SBrkr,1541,1541,2,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,Y,none,none,none,205000
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,894,GasA,TA,Y,SBrkr,894,894,1,TA,5,Typ,0,none,Attchd,1975.0,Unf,2,552,TA,TA,Y,none,GdWo,none,149900
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1470,GasA,Ex,Y,SBrkr,1675,3493,3,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,3,870,TA,TA,Y,none,none,none,295000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,2000,GasA,Ex,Y,SBrkr,2000,2000,2,Gd,8,Typ,0,none,Attchd,2004.0,Fin,3,888,TA,TA,Y,none,none,none,305900
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,700,GasA,Gd,Y,SBrkr,1122,2243,2,Gd,8,Typ,1,TA,Attchd,1990.0,RFn,3,746,TA,TA,Y,none,none,none,225000
RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,319,GasA,TA,Y,FuseA,1035,1406,1,Fa,6,Typ,0,none,none,0.0,none,0,0,none,none,N,none,MnPrv,none,89500
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,861,GasA,Ex,Y,SBrkr,861,861,1,TA,4,Typ,0,none,Detchd,1961.0,Unf,2,539,TA,TA,Y,none,none,none,82500
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1896,GasA,Ex,Y,SBrkr,1944,1944,2,Ex,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Y,none,none,none,360000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,697,GasA,Gd,Y,SBrkr,697,1501,2,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,none,none,none,165600
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,972,GasA,Ex,Y,SBrkr,972,972,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,none,none,none,132000
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,793,GasA,TA,Y,SBrkr,793,1118,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,none,MnPrv,none,119900
RL,Pave,none,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Rec,2136,GasW,TA,Y,SBrkr,2036,2036,2,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,none,none,none,375000
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,728,GasA,Ex,Y,SBrkr,832,1641,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,none,none,none,178000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,716,GasA,Ex,Y,SBrkr,716,1432,2,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Y,none,none,none,188500
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,845,GasA,TA,Y,SBrkr,1153,2353,2,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,none,GdPrv,none,260000
FV,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1088,GasA,Ex,Y,SBrkr,1088,1959,2,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Y,none,none,none,270000
RL,Pave,none,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1347,GasA,Ex,Y,SBrkr,1372,2646,2,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Y,none,none,none,260000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1372,GasA,TA,Y,SBrkr,1472,1472,2,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Y,none,none,none,187500
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,Unf,1249,GasA,Ex,Y,SBrkr,1249,2596,3,Gd,9,Typ,0,none,Attchd,2006.0,RFn,3,840,TA,TA,Y,none,none,none,342643
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1136,GasA,Ex,Y,SBrkr,1136,2468,2,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,none,none,none,354000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,1502,GasA,Ex,Y,SBrkr,1553,2730,2,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Y,none,MnPrv,none,301000
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1162,GasA,Ex,Y,SBrkr,1163,1163,1,TA,6,Typ,0,none,Attchd,1955.0,Unf,1,220,Fa,TA,Y,none,none,none,126175
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,710,GasA,Ex,Y,SBrkr,1898,2978,2,Gd,11,Typ,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Y,none,none,none,242000
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,720,GasA,Po,N,FuseF,803,803,1,TA,5,Typ,0,none,Detchd,1941.0,Unf,2,360,TA,TA,Y,none,none,none,87000
RL,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1719,GasA,Ex,Y,SBrkr,1719,1719,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Y,none,none,none,324000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1383,GasA,TA,Y,SBrkr,1383,1383,1,TA,7,Typ,0,none,Attchd,1960.0,RFn,1,292,TA,TA,Y,none,none,none,145250
